Age,No. of years in Formal Education,Sector,Household'S Usual Consumer Expenditure In A Month (Rs.)
6,0,0,10798
30,10,0,8162
27,5,0,8162
8,2,0,8162
5,0,0,8162
60,3,0,5262
55,3,0,5262
70,0,0,2849
70,12,0,11900
65,9,0,11900
35,15,0,11900
33,16,0,11900
0,0,0,11900
53,0,0,5892
50,0,0,5892
27,9,0,5892
24,11,0,5892
1,0,0,5892
75,14,0,1683
56,4,0,5942
45,6,0,5942
23,8,0,5942
54,12,0,5950
41,0,0,5950
15,9,0,5950
17,11,0,5950
74,0,0,5950
50,5,0,5133
20,14,0,5133
70,0,0,5133
27,9,0,8713
21,13,0,8713
50,7,0,8713
62,0,0,4750
28,9,0,4750
60,0,0,7590
51,0,0,7590
27,10,0,7590
23,9,0,7590
2,0,0,7590
29,15,0,7590
69,7,0,6172
65,0,0,6172
28,12,0,6172
23,7,0,6172
2,0,0,6172
51,0,0,6389
45,0,0,6389
22,12,0,6389
14,7,0,6389
70,0,0,6310
45,5,0,6310
36,5,0,6310
12,5,0,6310
59,0,0,5386
54,0,0,5386
32,12,0,5386
22,12,0,5386
0,0,0,5386
42,0,0,5301
21,14,0,5301
72,0,0,5301
37,9,0,6804
33,12,0,6804
2,0,0,6804
13,6,0,6804
41,5,0,5304
33,9,0,5304
14,7,0,5304
12,6,0,5304
58,5,0,12780
52,3,0,12780
32,12,0,12780
28,10,0,12780
3,0,0,12780
7,1,0,12780
5,0,0,12780
71,7,0,17065
66,0,0,17065
35,14,0,17065
30,0,0,17065
10,4,0,17065
6,0,0,17065
32,12,0,17065
27,12,0,17065
4,0,0,17065
6,0,0,17065
45,9,0,11175
39,8,0,11175
19,12,0,11175
17,10,0,11175
13,6,0,11175
10,3,0,11175
47,5,0,7715
42,0,0,7715
18,11,0,7715
16,9,0,7715
29,12,0,6783
26,12,0,6783
6,0,0,6783
42,7,0,10012
38,5,0,10012
18,11,0,10012
68,0,0,10012
62,0,0,10012
65,0,0,7747
61,0,0,7747
36,8,0,7747
30,5,0,7747
55,0,0,9832
48,0,0,9832
22,7,0,9832
20,5,0,9832
74,0,0,9832
55,2,0,10700
50,0,0,10700
28,10,0,10700
28,10,0,10700
0,0,0,10700
22,12,0,10700
60,4,0,11608
58,0,0,11608
31,15,0,11608
23,12,0,11608
0,0,0,11608
8,1,0,11608
70,0,0,12900
65,0,0,12900
43,7,0,12900
40,2,0,12900
18,11,0,12900
11,5,0,12900
9,2,0,12900
55,5,0,9475
50,4,0,9475
25,14,0,9475
47,8,0,10067
42,5,0,10067
18,12,0,10067
68,0,0,10067
55,9,0,9983
50,7,0,9983
24,10,0,9983
10,4,0,9983
70,7,0,1800
50,0,0,2300
58,0,0,14333
53,5,0,14333
34,10,0,14333
28,11,0,14333
2,0,0,14333
47,7,0,10833
45,0,0,10833
12,4,0,10833
17,11,0,10833
85,5,0,10833
55,2,0,11300
32,12,0,11300
58,0,0,11300
65,10,0,17283
60,6,0,17283
90,7,0,17283
62,7,0,15700
52,7,0,15700
23,12,0,15700
55,0,0,12333
45,0,0,12333
30,10,0,12333
75,6,0,5450
60,0,0,5450
90,5,0,6450
75,0,0,6450
62,12,0,7367
50,14,0,7367
22,16,0,7367
18,13,0,7367
35,12,0,10717
32,9,0,10717
10,4,0,10717
58,9,0,10717
55,0,0,10717
90,0,0,10717
92,0,0,10717
53,0,0,6562
49,4,0,6562
24,12,0,6562
20,12,0,6562
36,6,0,6868
29,8,0,6868
9,3,0,6868
8,1,0,6868
7,1,0,6868
75,9,0,10491
71,7,0,10491
33,12,0,10491
28,12,0,10491
5,0,0,10491
22,12,0,10491
42,12,0,14942
35,9,0,14942
17,9,0,14942
12,4,0,14942
78,11,0,5402
75,0,0,5402
22,14,0,5402
42,9,0,6560
37,0,0,6560
17,11,0,6560
12,6,0,6560
4,0,0,6560
33,14,0,17117
28,12,0,17117
7,1,0,17117
4,0,0,17117
63,9,0,17117
55,7,0,17117
47,4,0,9753
44,9,0,9753
16,11,0,9753
80,0,0,9753
60,0,0,11693
47,0,0,11693
25,10,0,11693
36,9,0,10983
34,12,0,10983
15,9,0,10983
8,2,0,10983
52,10,0,18333
50,7,0,18333
28,12,0,18333
24,12,0,18333
1,0,0,18333
59,3,0,11692
50,0,0,11692
17,11,0,11692
55,6,0,14833
50,7,0,14833
22,15,0,14833
30,5,0,7050
26,3,0,7050
8,2,0,7050
6,0,0,7050
10,4,0,7050
65,0,0,8501
30,7,0,8501
26,12,0,8501
6,0,0,8501
7,1,0,8501
24,8,0,8501
20,12,0,8501
55,0,0,8023
50,0,0,8023
26,12,0,8023
24,12,0,8023
20,9,0,8023
28,11,0,7745
26,7,0,7745
7,3,0,7745
6,2,0,7745
4,0,0,7745
68,0,0,7695
65,0,0,7695
30,7,0,7695
27,11,0,7695
0,0,0,7695
6,1,0,7695
4,0,0,7695
2,0,0,7695
30,10,0,6942
28,7,0,6942
12,6,0,6942
7,2,0,6942
39,3,0,7156
34,5,0,7156
18,11,0,7156
15,7,0,7156
13,6,0,7156
35,5,0,6568
30,7,0,6568
15,9,0,6568
12,5,0,6568
10,4,0,6568
60,0,0,9265
55,0,0,9265
40,7,0,9265
35,6,0,9265
19,4,0,9265
18,7,0,9265
14,7,0,9265
16,3,0,9265
8,2,0,9265
12,4,0,9265
48,3,0,10428
45,10,0,10428
25,15,0,10428
33,12,0,10504
28,9,0,10504
2,0,0,10504
8,2,0,10504
5,0,0,10504
50,7,0,8543
18,10,0,8543
75,3,0,8543
62,3,0,2713
67,7,0,11843
60,3,0,11843
42,10,0,11843
36,12,0,11843
8,1,0,11843
3,0,0,11843
47,3,0,9990
40,4,0,9990
17,11,0,9990
52,8,0,8446
47,4,0,8446
19,11,0,8446
35,10,0,7378
5,0,0,7378
3,0,0,7378
43,9,0,15083
22,14,0,15083
21,14,0,15083
48,7,0,11600
44,0,0,11600
23,14,0,11600
36,5,0,10508
34,0,0,10508
2,0,0,10508
6,0,0,10508
5,0,0,10508
4,0,0,10508
29,12,0,8333
27,8,0,8333
5,0,0,8333
3,0,0,8333
42,10,0,12633
31,7,0,12633
17,10,0,12633
15,9,0,12633
70,0,0,12633
42,9,0,12492
38,12,0,12492
12,6,0,12492
15,9,0,12492
80,0,0,12492
70,0,0,12492
40,9,0,7458
21,14,0,7458
36,9,0,10442
32,7,0,10442
12,6,0,10442
13,7,0,10442
62,0,0,10442
55,3,0,12317
50,9,0,12317
30,12,0,12317
28,12,0,12317
1,0,0,12317
26,10,0,12317
65,0,0,9867
60,0,0,9867
35,8,0,9867
33,9,0,9867
30,0,0,9867
90,0,0,9467
70,0,0,9467
37,8,0,9467
44,12,0,9467
21,12,0,9467
15,7,0,9467
8,2,0,9467
55,0,0,9700
29,9,0,9700
27,7,0,9700
64,9,0,13517
57,4,0,13517
38,17,0,13517
35,12,0,13517
45,8,0,8717
40,9,0,8717
19,12,0,8717
70,0,0,9800
60,0,0,9800
26,15,0,9800
2,0,0,9800
60,0,0,6292
40,4,0,6292
43,12,0,8118
38,10,0,8118
14,7,0,8118
12,5,0,8118
45,7,0,6580
39,9,0,6580
19,12,0,6580
45,5,0,8029
38,0,0,8029
19,12,0,8029
17,10,0,8029
42,0,0,8075
31,0,0,8075
12,5,0,8075
10,3,0,8075
8,1,0,8075
52,12,0,8903
46,0,0,8903
22,12,0,8903
24,12,0,8903
71,0,0,8903
34,12,0,4800
28,10,0,4800
58,0,0,9432
27,12,0,9432
35,15,0,9432
9,2,0,9432
41,10,0,8022
32,7,0,8022
12,5,0,8022
8,1,0,8022
38,11,0,10733
36,7,0,10733
12,5,0,10733
11,4,0,10733
16,10,0,10733
13,7,0,10733
40,9,0,11367
38,7,0,11367
15,9,0,11367
14,7,0,11367
18,12,0,11367
70,0,0,11367
35,9,0,9242
30,8,0,9242
12,5,0,9242
9,2,0,9242
0,0,0,9242
42,6,0,8025
30,7,0,8025
5,0,0,8025
16,10,0,8025
70,0,0,13042
60,0,0,13042
31,9,0,13042
27,10,0,13042
22,7,0,13042
1,0,0,13042
39,9,0,8500
36,8,0,8500
16,11,0,8500
15,9,0,8500
12,5,0,8500
65,0,0,8150
60,0,0,8150
30,10,0,8150
25,9,0,8150
5,0,0,8150
1,0,0,8150
13,7,0,8150
65,0,0,2475
70,7,0,17000
65,1,0,17000
38,12,0,17000
35,12,0,17000
12,7,0,17000
15,9,0,17000
35,12,0,17000
33,12,0,17000
5,0,0,17000
30,15,0,17000
27,13,0,17000
30,9,0,5008
27,12,0,5008
38,0,0,9125
37,10,0,9125
15,9,0,9125
11,4,0,9125
61,0,0,11558
55,0,0,11558
20,5,0,11558
16,5,0,11558
12,6,0,11558
61,0,0,11033
59,0,0,11033
35,12,0,11033
32,10,0,11033
2,0,0,11033
28,12,0,11033
22,10,0,11033
0,0,0,11033
39,0,0,4900
22,15,0,4900
42,8,0,8958
37,10,0,8958
15,9,0,8958
13,7,0,8958
58,0,0,3875
45,0,0,3875
14,7,0,3875
44,12,0,16583
42,0,0,16583
22,13,0,16583
54,0,0,15142
50,0,0,15142
30,15,0,15142
20,8,0,15142
0,0,0,15142
27,15,0,15142
56,0,0,12117
50,0,0,12117
27,9,0,12117
24,12,0,12117
3,0,0,12117
0,0,0,12117
44,11,0,6567
38,3,0,6567
46,14,0,10383
37,9,0,10383
45,0,0,7775
21,15,0,7775
36,6,0,11067
35,7,0,11067
12,6,0,11067
7,1,0,11067
36,9,0,9858
32,8,0,9858
12,6,0,9858
10,4,0,9858
40,4,0,10875
37,0,0,10875
19,13,0,10875
17,11,0,10875
66,10,0,4983
60,0,0,4983
52,10,0,7583
47,4,0,7583
33,9,0,7375
29,5,0,7375
3,0,0,7375
0,0,0,7375
70,0,0,7375
43,12,0,15467
39,7,0,15467
17,11,0,15467
21,15,0,15467
19,13,0,15467
78,9,0,15033
75,0,0,15033
40,6,0,15033
37,9,0,15033
17,11,0,15033
13,6,0,15033
35,9,0,10733
28,12,0,10733
1,0,0,10733
39,6,0,14000
35,7,0,14000
13,7,0,14000
15,9,0,14000
36,11,0,15197
30,11,0,15197
8,2,0,15197
7,1,0,15197
60,0,0,10658
55,0,0,10658
30,9,0,10658
25,8,0,10658
24,8,0,10658
30,8,0,5275
26,9,0,5275
4,0,0,5275
41,8,0,10658
35,7,0,10658
14,8,0,10658
13,7,0,10658
15,11,0,10658
55,0,0,15417
50,0,0,15417
26,8,0,15417
23,9,0,15417
4,0,0,15417
2,0,0,15417
25,4,0,15417
18,10,0,15417
75,0,0,15417
35,8,0,9100
28,12,0,9100
7,1,0,9100
3,0,0,9100
41,12,0,10700
35,9,0,10700
14,9,0,10700
10,4,0,10700
12,6,0,10700
60,0,0,12250
21,9,0,12250
18,9,0,12250
53,2,0,14617
50,0,0,14617
29,8,0,14617
26,4,0,14617
8,2,0,14617
5,0,0,14617
6,0,0,14617
23,10,0,14617
18,10,0,14617
15,9,0,14617
48,4,0,16583
46,0,0,16583
27,9,0,16583
24,7,0,16583
6,1,0,16583
32,8,0,8792
29,7,0,8792
4,0,0,8792
10,3,0,8792
6,0,0,8792
0,0,0,8792
35,0,0,14167
32,0,0,14167
12,6,0,14167
3,0,0,14167
13,7,0,14167
7,2,0,14167
60,0,0,19750
33,15,0,19750
29,13,0,19750
6,0,0,19750
2,0,0,19750
37,10,0,19750
14,7,0,19750
18,11,0,19750
31,1,0,7325
28,10,0,7325
10,3,0,7325
6,0,0,7325
3,0,0,7325
58,0,0,10158
54,0,0,10158
27,5,0,10158
24,6,0,10158
2,0,0,10158
24,2,0,7933
21,5,0,7933
3,0,0,7933
48,5,0,8543
23,12,0,8543
20,12,0,8543
65,10,0,10728
57,5,0,10728
32,3,0,10728
67,7,0,10394
57,4,0,10394
23,11,0,10394
50,0,0,6400
47,2,0,6400
64,3,0,8902
26,12,0,8902
24,11,0,8902
58,7,0,8839
28,12,0,8839
64,2,0,8854
53,8,0,8854
43,8,0,8854
21,14,0,8854
64,4,0,5342
46,9,0,20075
42,8,0,20075
10,4,0,20075
16,12,0,20075
15,11,0,20075
73,5,0,22250
65,0,0,22250
26,9,0,22250
22,15,0,22250
1,0,0,22250
24,12,0,22250
22,8,0,22250
48,4,0,9725
42,8,0,9725
16,12,0,9725
68,0,0,9725
48,0,0,17633
45,0,0,17633
20,14,0,17633
18,9,0,17633
40,9,0,12575
37,5,0,12575
17,14,0,12575
72,0,0,12575
45,8,0,15067
38,14,0,15067
4,0,0,15067
81,4,0,6658
75,0,0,6658
80,0,0,6700
74,0,0,6700
68,7,0,16200
60,5,0,16200
42,9,0,16200
38,10,0,16200
14,8,0,16200
16,10,0,16200
37,10,0,11200
34,7,0,11200
10,4,0,11200
9,3,0,11200
65,0,0,11200
42,8,0,12333
36,4,0,12333
16,10,0,12333
16,10,0,12333
75,9,0,8633
67,7,0,8633
82,7,0,18167
72,11,0,18167
47,10,0,18167
42,12,0,18167
17,12,0,18167
65,11,0,20833
50,7,0,20833
31,15,0,20833
61,15,0,5450
69,7,0,5450
56,2,0,17367
45,7,0,17367
22,9,0,17367
61,0,0,13833
37,12,0,13833
27,10,0,13833
1,0,0,13833
26,10,0,10583
26,7,0,10583
4,0,0,10583
5,0,0,10583
56,9,0,10583
48,0,0,10583
36,9,0,17167
25,12,0,17167
7,1,0,17167
4,0,0,17167
55,4,0,17167
60,9,0,6800
52,4,0,6800
58,6,0,16700
54,4,0,16700
25,16,0,16700
80,0,0,16700
45,15,0,16500
40,9,0,16500
16,10,0,16500
14,8,0,16500
75,0,0,16500
70,0,0,16500
27,15,0,13783
22,9,0,13783
0,0,0,13783
2,0,0,13783
69,9,0,14833
65,0,0,14833
41,9,0,14637
37,9,0,14637
17,11,0,14637
16,10,0,14637
40,9,0,9270
40,10,0,9270
37,8,0,9789
32,3,0,9789
11,5,0,9789
16,10,0,9789
30,0,0,7456
27,4,0,7456
8,3,0,7456
6,1,0,7456
35,15,0,16977
29,12,0,16977
9,3,0,16977
5,0,0,16977
2,0,0,16977
60,0,0,16977
55,2,0,10462
50,0,0,10462
23,8,0,10462
23,12,0,10462
4,0,0,10462
1,0,0,10462
18,8,0,10462
38,7,0,8918
32,0,0,8918
17,11,0,8918
30,5,0,9175
28,2,0,9175
10,4,0,9175
6,1,0,9175
5,0,0,9175
38,10,0,12667
30,10,0,12667
2,0,0,12667
11,5,0,12667
34,12,0,9115
31,7,0,9115
27,8,0,17008
24,12,0,17008
5,0,0,17008
0,0,0,17008
42,9,0,9042
30,9,0,9042
5,0,0,9042
65,0,0,21117
60,7,0,21117
35,12,0,21117
30,12,0,21117
10,4,0,21117
10,4,0,21117
30,10,0,21117
28,15,0,21117
9,2,0,21117
5,0,0,21117
40,10,0,10542
30,8,0,10542
11,4,0,10542
13,6,0,10542
39,9,0,10775
31,6,0,10775
16,10,0,10775
8,2,0,10775
21,8,0,4960
19,8,0,4960
32,15,0,9025
28,12,0,9025
8,2,0,9025
7,1,0,9025
42,8,0,9767
38,7,0,9767
17,10,0,9767
14,7,0,9767
34,9,0,9325
25,15,0,9325
3,0,0,9325
60,0,0,9325
15,7,0,9325
62,5,0,5025
58,0,0,5025
45,8,0,7458
43,4,0,7458
20,11,0,7458
18,10,0,7458
52,6,0,8567
43,4,0,8567
19,14,0,8567
42,9,0,7367
38,4,0,7367
17,10,0,7367
62,4,0,5817
60,0,0,5817
56,12,0,22538
51,15,0,22538
15,9,0,22538
25,17,0,22538
78,0,0,22538
39,10,0,10875
35,12,0,9196
32,9,0,9196
1,0,0,9196
0,0,0,9196
89,4,0,31417
52,15,0,31417
27,15,0,31417
52,15,0,12471
52,17,0,12471
79,0,0,12471
27,17,0,7550
59,4,0,7529
54,12,0,7529
35,4,0,11254
31,6,0,11254
1,0,0,11254
10,4,0,11254
8,3,0,11254
3,0,0,11254
55,15,0,14550
50,9,0,14550
26,14,0,14550
60,9,0,12350
52,4,0,12350
30,12,0,12350
60,11,0,5433
59,9,0,5433
60,2,0,1758
80,5,0,9242
50,10,0,9242
43,10,0,9242
17,11,0,9242
20,14,0,9242
37,12,0,6958
15,9,0,6958
11,4,0,6958
45,9,0,10492
40,8,0,10492
25,15,0,10492
21,12,0,10492
1,0,0,10492
24,14,0,10492
54,0,0,11350
26,0,0,11350
24,4,0,11350
3,0,0,11350
2,0,0,11350
1,0,0,11350
6,1,0,11350
5,0,0,11350
20,1,0,11350
20,0,0,11350
18,4,0,11350
9,3,0,11350
6,1,0,11350
45,4,0,9167
21,14,0,9167
25,16,0,9167
45,15,0,6042
75,6,0,6042
58,10,0,6533
50,7,0,6533
85,0,0,6083
65,7,0,6083
60,4,0,6083
57,0,0,14933
55,0,0,14933
32,11,0,14933
25,10,0,14933
5,0,0,14933
55,0,0,10283
50,5,0,10283
31,15,0,10283
28,8,0,10283
60,0,0,9800
55,0,0,9800
23,13,0,9800
11,5,0,9800
65,7,0,12817
45,9,0,12817
37,7,0,12817
14,8,0,12817
11,5,0,12817
45,10,0,6631
42,9,0,6631
23,15,0,6631
19,12,0,6631
20,12,0,6631
51,11,0,10478
49,12,0,10478
22,16,0,10478
68,10,0,3451
62,0,0,3451
42,9,0,9580
36,3,0,9580
16,10,0,9580
14,7,0,9580
36,10,0,5844
28,6,0,5844
7,0,0,5844
5,0,0,5844
13,7,0,5844
33,10,0,8306
29,12,0,8306
10,3,0,8306
5,0,0,8306
63,0,0,8306
65,0,0,3448
60,0,0,3448
75,0,0,3949
66,0,0,3949
45,4,0,4938
16,11,0,4938
15,10,0,4938
18,11,0,4938
56,5,0,7587
50,0,0,7587
22,12,0,7587
20,14,0,7587
50,12,0,6747
45,7,0,6747
14,7,0,6747
7,0,0,6747
13,6,0,6747
8,2,0,6747
65,0,0,4046
35,12,0,4046
42,17,0,9662
36,15,0,9662
7,1,0,9662
8,2,0,9662
60,1,0,8088
55,1,0,8088
36,2,0,8088
30,12,0,8088
3,0,0,8088
8,2,0,8088
6,0,0,8088
40,0,0,7938
35,5,0,7938
7,1,0,7938
15,9,0,7938
13,7,0,7938
6,0,0,7938
55,3,0,6926
50,0,0,6926
35,0,0,6926
2,0,0,6926
6,1,0,6926
1,0,0,6926
70,0,0,6926
54,3,0,11073
34,10,0,11073
29,9,0,11073
71,0,0,8654
65,0,0,8654
35,9,0,8654
28,10,0,8654
4,0,0,8654
59,0,0,14663
53,0,0,14663
34,10,0,14663
29,7,0,14663
8,1,0,14663
34,0,0,9416
30,0,0,9416
14,7,0,9416
11,6,0,9416
39,10,0,20450
31,17,0,20450
5,0,0,20450
60,9,0,10854
54,7,0,10854
49,7,0,6619
22,12,0,6619
42,7,0,11494
34,9,0,11494
9,3,0,11494
12,8,0,11494
15,9,0,11494
69,3,0,11494
65,0,0,6000
45,10,0,6000
40,10,0,6000
14,8,0,6000
18,12,0,6000
55,9,0,10292
50,5,0,10292
23,10,0,10292
62,10,0,9750
50,9,0,9750
27,19,0,9750
26,9,0,9750
48,9,0,8833
45,5,0,8833
15,9,0,8833
80,0,0,8833
65,0,0,13458
60,0,0,13458
40,10,0,13458
39,5,0,13458
17,11,0,13458
15,9,0,13458
21,10,0,13458
35,0,0,13458
30,0,0,13458
12,6,0,13458
10,4,0,13458
55,7,0,11750
45,4,0,11750
28,10,0,11750
21,12,0,11750
55,5,0,6250
80,0,0,6250
54,10,0,7833
46,6,0,7833
24,12,0,7833
22,15,0,7833
75,0,0,7833
68,9,0,5600
62,0,0,5600
65,10,0,11167
57,4,0,11167
21,12,0,11167
49,6,0,11000
42,7,0,11000
23,14,0,11000
50,15,0,12567
42,9,0,12567
18,12,0,12567
37,12,0,11183
30,9,0,11183
12,6,0,11183
10,4,0,11183
63,0,0,11183
59,9,0,13500
52,9,0,13500
24,15,0,13500
32,10,0,9633
29,10,0,9633
5,0,0,9633
8,2,0,9633
7,1,0,9633
72,5,0,7033
65,0,0,7033
50,9,0,13939
44,7,0,13939
69,0,0,13939
52,0,0,14098
46,7,0,14098
22,10,0,14098
19,12,0,14098
54,12,0,11015
49,4,0,11015
22,12,0,11015
54,7,0,10928
50,0,0,10928
27,12,0,10928
21,9,0,10928
0,0,0,10928
41,10,0,6113
84,0,0,14293
51,9,0,14293
49,0,0,14293
25,12,0,14293
20,12,0,14293
59,4,0,9204
62,3,0,9204
79,0,0,9204
67,0,0,4063
55,10,0,30417
50,6,0,30417
26,15,0,30417
20,11,0,30417
51,9,0,30417
48,0,0,30417
21,14,0,30417
45,9,0,14333
40,4,0,14333
19,13,0,14333
29,9,0,11083
27,12,0,11083
3,0,0,11083
8,1,0,11083
80,0,0,5850
78,0,0,5850
55,4,0,26167
53,0,0,26167
36,12,0,26167
32,7,0,26167
7,1,0,26167
32,11,0,26167
30,9,0,26167
7,1,0,26167
9,2,0,26167
43,0,0,9917
40,5,0,9917
23,14,0,9917
32,15,0,13000
29,9,0,13000
9,2,0,13000
7,1,0,13000
23,6,0,9350
22,7,0,9350
3,0,0,9350
54,10,0,12063
49,9,0,12063
27,15,0,12063
65,4,0,15829
61,0,0,15829
27,15,0,15829
23,14,0,15829
0,0,0,15829
77,0,0,14204
72,0,0,14204
34,12,0,14204
31,6,0,14204
5,0,0,14204
12,7,0,14204
10,5,0,14204
58,7,0,9913
54,10,0,9913
51,9,0,10005
47,12,0,10005
75,0,0,10005
43,9,0,8134
32,10,0,8134
8,2,0,8134
10,5,0,8134
79,0,0,8134
41,9,0,9623
35,8,0,9623
10,4,0,9623
12,7,0,9623
55,0,0,12663
49,4,0,12663
27,9,0,12663
22,9,0,12663
1,0,0,12663
62,0,0,7305
42,10,0,7305
40,4,0,7305
15,10,0,7305
12,6,0,7305
57,0,0,7331
28,9,0,7331
27,12,0,7331
1,0,0,7331
5,0,0,7331
59,0,0,6703
56,6,0,6703
19,14,0,6703
6,0,0,6703
31,9,0,6510
23,9,0,6510
5,0,0,6510
45,9,0,6813
37,12,0,6813
16,11,0,6813
13,7,0,6813
11,5,0,6813
42,9,0,6771
38,9,0,6771
15,10,0,6771
11,7,0,6771
48,3,0,6667
46,0,0,6667
15,11,0,6667
40,3,0,5503
40,9,0,5503
15,11,0,5503
13,9,0,5503
65,5,0,7875
59,0,0,7875
22,12,0,7875
23,15,0,7875
2,0,0,7875
30,9,0,7875
16,10,0,7875
13,6,0,7875
22,12,0,5792
42,5,0,5792
56,4,0,7883
50,0,0,7883
21,14,0,7883
70,0,0,7883
32,5,0,5808
28,4,0,5808
5,0,0,5808
56,0,0,5808
50,10,0,9117
45,5,0,9117
20,14,0,9117
19,13,0,9117
16,10,0,9117
55,0,0,6825
48,0,0,6825
21,12,0,6825
70,0,0,6742
62,0,0,6742
45,12,0,6742
60,0,0,3300
45,0,0,9308
41,7,0,9308
23,15,0,9308
21,14,0,9308
63,0,0,8867
60,0,0,8867
39,0,0,8867
36,0,0,8867
18,12,0,8867
16,10,0,8867
6,0,0,8867
57,0,0,12467
53,0,0,12467
28,6,0,12467
25,0,0,12467
7,2,0,12467
6,0,0,12467
4,0,0,12467
26,10,0,12467
15,7,0,12467
50,0,0,15367
48,0,0,15367
28,7,0,15367
25,5,0,15367
7,1,0,15367
6,0,0,15367
26,7,0,15367
21,8,0,15367
2,0,0,15367
7,1,0,15367
70,3,0,9225
65,0,0,9225
40,0,0,9225
40,0,0,9225
21,9,0,9225
18,9,0,9225
41,4,0,8017
36,0,0,8017
1,0,0,8017
18,10,0,8017
4,0,0,8017
54,0,0,13383
42,0,0,13383
24,12,0,13383
23,7,0,13383
4,0,0,13383
1,0,0,13383
22,10,0,13383
18,10,0,13383
58,0,0,13900
50,0,0,13900
24,9,0,13900
24,12,0,13900
2,0,0,13900
20,4,0,13900
50,9,0,5942
45,0,0,5942
25,17,0,5942
55,0,0,9300
52,0,0,9300
30,10,0,9300
26,9,0,9300
3,0,0,9300
1,0,0,9300
52,4,0,7367
53,0,0,7367
27,12,0,7367
8,2,0,7367
35,12,0,7833
33,9,0,7833
15,9,0,7833
13,7,0,7833
59,9,0,4700
25,15,0,4700
50,5,0,10513
25,9,0,10513
22,14,0,10513
1,0,0,10513
75,3,0,10567
65,0,0,10567
34,4,0,10567
31,4,0,10567
11,5,0,10567
9,3,0,10567
34,1,0,8550
31,5,0,8550
13,7,0,8550
3,0,0,8550
45,0,0,12525
43,0,0,12525
23,12,0,12525
20,10,0,12525
0,0,0,12525
20,14,0,12525
47,0,0,5608
43,6,0,5608
21,10,0,5608
11,4,0,5608
57,7,0,5500
48,5,0,5500
25,12,0,5500
35,5,0,8092
38,0,0,8092
16,9,0,8092
14,7,0,8092
60,15,0,15000
55,5,0,15000
35,12,0,15000
22,11,0,15000
0,0,0,15000
3,0,0,15000
26,9,0,4542
19,10,0,4542
38,12,0,8767
35,9,0,8767
9,2,0,8767
15,8,0,8767
13,6,0,8767
36,5,0,7400
34,9,0,7400
11,4,0,7400
15,9,0,7400
52,12,0,9497
51,9,0,9497
23,15,0,9497
45,7,0,6733
22,12,0,6733
80,0,0,6733
65,8,0,7450
53,4,0,7450
23,12,0,7450
75,0,0,2712
47,15,0,8617
38,15,0,8617
7,1,0,8617
36,12,0,8355
31,8,0,8355
3,0,0,8355
13,7,0,8355
9,3,0,8355
71,2,0,8355
65,0,0,8355
70,0,0,9083
43,9,0,9083
21,12,0,9083
9,3,0,9083
60,0,0,6592
55,0,0,6592
25,12,0,6592
60,12,0,5758
58,4,0,5758
40,10,0,9500
32,4,0,9500
13,7,0,9500
70,9,0,9500
65,0,0,9500
44,9,0,9500
34,10,0,8458
30,8,0,8458
14,9,0,8458
12,6,0,8458
70,4,0,6833
50,9,0,6833
55,2,0,13550
50,7,0,13550
28,12,0,13550
23,12,0,13550
2,0,0,13550
25,9,0,13550
50,10,0,9042
40,7,0,9042
21,10,0,9042
20,15,0,9042
50,9,0,8642
45,8,0,8642
24,17,0,8642
54,4,0,4467
43,12,0,9628
37,12,0,9628
18,11,0,9628
16,9,0,9628
53,7,0,8138
45,7,0,8138
23,17,0,8138
72,0,0,8138
65,10,0,5498
58,7,0,5498
43,7,0,7727
39,0,0,7727
16,8,0,7727
18,8,0,7727
40,19,0,8498
36,15,0,8498
16,9,0,8498
9,3,0,8498
52,12,0,7817
42,3,0,7817
25,12,0,7817
18,8,0,7817
54,0,0,6182
50,0,0,6182
21,12,0,6182
53,9,0,8567
47,5,0,8567
22,14,0,8567
56,10,0,6163
51,7,0,6163
32,9,0,6163
25,10,0,6163
7,0,0,6163
6,0,0,6163
28,14,0,5578
46,4,0,5578
25,10,0,5578
32,10,0,6213
26,10,0,6213
6,0,0,6213
62,3,0,5543
57,0,0,5543
30,10,0,5543
40,10,0,5328
38,7,0,5328
17,10,0,5328
18,12,0,5328
55,7,0,4792
50,4,0,4792
22,12,0,4792
50,0,0,3703
17,10,0,3703
60,3,0,6813
58,0,0,6813
39,7,0,6813
12,2,0,6813
49,9,0,16167
42,9,0,16167
23,16,0,16167
18,12,0,16167
85,0,0,16167
48,9,0,8458
45,7,0,8458
23,13,0,8458
45,9,0,6950
21,12,0,6950
55,5,0,8958
45,9,0,8958
15,9,0,8958
17,9,0,8958
41,15,0,12083
38,15,0,12083
11,5,0,12083
15,9,0,12083
56,9,0,6992
50,9,0,6992
27,15,0,6992
40,11,0,8158
32,9,0,8158
39,9,0,11583
33,9,0,11583
10,5,0,11583
12,7,0,11583
47,7,0,11333
36,10,0,11333
15,9,0,11333
16,10,0,11333
70,0,0,11333
66,9,0,23884
61,7,0,23884
37,12,0,23884
28,13,0,23884
5,0,0,23884
35,15,0,23884
25,15,0,23884
2,0,0,23884
32,9,0,10378
23,12,0,10378
2,0,0,10378
1,0,0,10378
65,0,0,10378
32,5,0,6698
25,12,0,6698
6,0,0,6698
4,0,0,6698
71,0,0,12018
60,3,0,12018
35,10,0,12018
46,6,0,12018
14,7,0,12018
11,4,0,12018
7,1,0,12018
